Date,Value
3/6/1998,8569.39
3/13/1998,8602.52
3/20/1998,8906.43
3/27/1998,8796.08
4/3/1998,8983.41
4/9/1998,8994.86
4/17/1998,9167.5
4/24/1998,9064.62
5/1/1998,9147.07
5/8/1998,9055.15
5/15/1998,9096
5/22/1998,9114.44
5/29/1998,8899.95
6/5/1998,9037.71
6/12/1998,8834.94
6/19/1998,8712.87
6/26/1998,8944.54
7/2/1998,9025.26
7/10/1998,9105.74
7/17/1998,9337.97
7/24/1998,8937.36
7/31/1998,8883.29
8/7/1998,8598.02
8/14/1998,8425
8/21/1998,8533.65
8/28/1998,8051.68
9/4/1998,7640.25
9/11/1998,7795.5
9/18/1998,7895.66
9/25/1998,8028.77
10/2/1998,7784.69
10/9/1998,7899.52
10/16/1998,8416.76
10/23/1998,8452.29
10/30/1998,8592.1
11/6/1998,8975.46
11/13/1998,8919.59
11/20/1998,9159.55
11/27/1998,9333.08
12/4/1998,9016.14
12/11/1998,8821.76
12/18/1998,8903.63
12/24/1998,9217.99
12/31/1998,9181.43
1/8/1999,9643.32
1/15/1999,9340.55
1/22/1999,9120.67
1/29/1999,9358.83
2/5/1999,9304.24
2/12/1999,9274.89
2/19/1999,9339.95
2/26/1999,9306.58
3/5/1999,9736.08
3/12/1999,9876.35
3/19/1999,9903.55
3/26/1999,9822.24
4/1/1999,9832.51
4/9/1999,10173.84
4/16/1999,10493.89
4/23/1999,10689.67
4/30/1999,10789.04
5/7/1999,11031.59
5/14/1999,10913.32
5/21/1999,10829.28
5/28/1999,10559.74
6/4/1999,10799.84
6/11/1999,10490.51
6/18/1999,10855.56
6/25/1999,10552.56
7/2/1999,11139.24
7/9/1999,11193.7
7/16/1999,11209.84
7/23/1999,10910.96
7/30/1999,10655.15
8/6/1999,10714.03
8/13/1999,10973.65
8/20/1999,11100.61
8/27/1999,11090.17
9/3/1999,11078.45
9/10/1999,11028.43
9/17/1999,10803.63
9/23/1999,10318.59
10/1/1999,10273
10/8/1999,10649.76
10/15/1999,10019.71
10/22/1999,10470.25
10/29/1999,10729.86
11/5/1999,10704.48
11/12/1999,10769.32
11/19/1999,11003.89
11/26/1999,10988.91
12/3/1999,11286.18
12/10/1999,11224.7
12/17/1999,11257.43
12/23/1999,11405.76
12/31/1999,11497.12
1/7/2000,11522.56
1/14/2000,11722.98
1/21/2000,11251.71
1/28/2000,10738.87
2/4/2000,10963.8
2/11/2000,10425.21
2/18/2000,10219.52
2/25/2000,9862.12
3/3/2000,10367.2
3/10/2000,9928.82
3/17/2000,10595.23
3/24/2000,11112.72
3/31/2000,10921.92
4/7/2000,11111.48
4/14/2000,10305.77
4/20/2000,10844.05
4/28/2000,10733.91
5/5/2000,10577.86
5/12/2000,10609.37
5/19/2000,10626.85
5/26/2000,10299.24
6/2/2000,10794.76
6/9/2000,10614.06
6/16/2000,10449.3
6/23/2000,10404.75
6/30/2000,10447.89
7/7/2000,10635.98
7/14/2000,10812.75
7/21/2000,10733.56
7/28/2000,10511.17
8/4/2000,10767.75
8/11/2000,11027.8
8/18/2000,11046.48
8/25/2000,11192.63
9/1/2000,11238.78
9/8/2000,11220.65
9/15/2000,10927
9/22/2000,10847.37
9/29/2000,10650.92
10/6/2000,10596.54
10/13/2000,10192.18
10/20/2000,10226.59
10/27/2000,10590.62
11/3/2000,10817.95
11/10/2000,10602.95
11/17/2000,10629.87
11/24/2000,10470.23
12/1/2000,10373.54
12/8/2000,10712.91
12/15/2000,10434.96
12/22/2000,10635.56
12/29/2000,10786.85
1/5/2001,10662.01
1/12/2001,10525.38
1/19/2001,10587.59
1/26/2001,10659.98
2/2/2001,10864.1
2/9/2001,10781.45
2/16/2001,10799.82
2/23/2001,10441.9
3/2/2001,10466.31
3/9/2001,10644.62
3/16/2001,9823.41
3/23/2001,9504.78
3/30/2001,9878.78
4/6/2001,9791.09
4/12/2001,10126.94
4/20/2001,10579.85
4/27/2001,10810.05
5/4/2001,10951.24
5/11/2001,10821.31
5/18/2001,11301.74
5/25/2001,11005.37
6/1/2001,10990.41
6/8/2001,10977
6/15/2001,10623.64
6/22/2001,10604.59
6/29/2001,10502.4
7/6/2001,10252.68
7/13/2001,10539.06
7/20/2001,10576.65
7/27/2001,10416.67
8/3/2001,10512.78
8/10/2001,10416.25
8/17/2001,10240.78
8/24/2001,10423.17
8/31/2001,9949.75
9/7/2001,9605.85
9/10/2001,9605.51
9/21/2001,8235.81
9/28/2001,8847.56
10/5/2001,9119.77
10/12/2001,9344.16
10/19/2001,9204.11
10/26/2001,9545.17
11/2/2001,9323.54
11/9/2001,9608
11/16/2001,9866.99
11/23/2001,9959.71
11/30/2001,9851.56
12/7/2001,10049.46
12/14/2001,9811.15
12/21/2001,10035.34
12/28/2001,10136.99
1/4/2002,10259.74
1/11/2002,9987.53
1/18/2002,9771.85
1/25/2002,9840.08
2/1/2002,9907.26
2/8/2002,9744.24
2/15/2002,9903.04
2/22/2002,9968.15
3/1/2002,10368.86
3/8/2002,10572.49
3/15/2002,10607.23
3/22/2002,10427.67
3/28/2002,10403.94
4/5/2002,10271.64
4/12/2002,10190.82
4/19/2002,10257.11
4/26/2002,9910.72
5/3/2002,10006.63
5/10/2002,9939.92
5/17/2002,10353.08
5/24/2002,10104.26
5/31/2002,9925.25
6/7/2002,9589.67
6/14/2002,9474.21
6/21/2002,9253.79
6/28/2002,9243.26
7/5/2002,9379.5
7/12/2002,8684.53
7/19/2002,8019.26
7/26/2002,8264.39
8/2/2002,8313.13
8/9/2002,8745.45
8/16/2002,8778.06
8/23/2002,8872.96
8/30/2002,8663.5
9/6/2002,8427.2
9/13/2002,8312.69
9/20/2002,7986.02
9/27/2002,7701.45
10/4/2002,7528.4
10/11/2002,7850.29
10/18/2002,8322.4
10/25/2002,8443.99
11/1/2002,8517.64
11/8/2002,8537.13
11/15/2002,8579.09
11/22/2002,8804.84
11/29/2002,8896.09
12/6/2002,8645.77
12/13/2002,8433.71
12/20/2002,8511.32
12/27/2002,8303.78
1/3/2003,8601.69
1/10/2003,8784.95
1/17/2003,8586.74
1/24/2003,8131.01
1/31/2003,8053.81
2/7/2003,7864.23
2/14/2003,7908.8
2/21/2003,8018.11
2/28/2003,7891.08
3/7/2003,7740.03
3/14/2003,7859.71
3/21/2003,8521.97
3/28/2003,8145.77
4/4/2003,8277.15
4/11/2003,8203.41
4/17/2003,8337.65
4/25/2003,8306.35
5/2/2003,8582.68
5/9/2003,8604.6
5/16/2003,8678.97
5/23/2003,8601.38
5/30/2003,8850.26
6/6/2003,9062.79
6/13/2003,9117.12
6/20/2003,9200.75
6/27/2003,8989.05
7/3/2003,9070.21
7/11/2003,9119.59
7/18/2003,9188.15
7/25/2003,9284.57
8/1/2003,9153.97
8/8/2003,9191.09
8/15/2003,9321.69
8/22/2003,9348.87
8/29/2003,9415.82
9/5/2003,9503.34
9/12/2003,9471.55
9/19/2003,9644.82
9/26/2003,9313.08
10/3/2003,9572.31
10/10/2003,9674.68
10/17/2003,9721.79
10/24/2003,9582.46
10/31/2003,9801.12
11/7/2003,9809.79
11/14/2003,9768.68
11/21/2003,9628.53
11/28/2003,9782.46
12/5/2003,9862.68
12/12/2003,10042.16
12/19/2003,10278.22
12/26/2003,10324.67
1/2/2004,10409.85
1/9/2004,10458.89
1/16/2004,10600.51
1/23/2004,10568.29
1/30/2004,10488.07
2/6/2004,10593.03
2/13/2004,10627.85
2/20/2004,10619.03
2/27/2004,10583.92
3/5/2004,10595.55
3/12/2004,10240.08
3/19/2004,10186.6
3/26/2004,10212.97
4/2/2004,10470.59
4/16/2004,10451.97
4/23/2004,10472.84
4/30/2004,10225.57
5/7/2004,10117.34
5/14/2004,10012.87
5/21/2004,9966.74
5/28/2004,10188.45
6/4/2004,10242.82
6/10/2004,10410.1
6/18/2004,10416.41
6/25/2004,10371.84
7/2/2004,10282.83
7/9/2004,10213.22
7/16/2004,10139.78
7/23/2004,9962.22
7/30/2004,10139.71
8/6/2004,9815.33
8/13/2004,9825.35
8/20/2004,10110.14
8/27/2004,10195.01
9/3/2004,10260.2
9/10/2004,10313.07
9/17/2004,10284.46
9/24/2004,10047.24
10/1/2004,10192.65
10/8/2004,10055.2
10/15/2004,9933.38
10/22/2004,9757.81
10/29/2004,10027.47
11/5/2004,10387.54
11/12/2004,10539.01
11/19/2004,10456.91
11/26/2004,10522.23
12/3/2004,10592.21
12/10/2004,10543.22
12/17/2004,10649.92
12/23/2004,10827.12
12/31/2004,10783.01
1/7/2005,10603.96
1/14/2005,10558
1/21/2005,10392.99
1/28/2005,10427.2
2/4/2005,10716.13
2/11/2005,10796.01
2/18/2005,10785.22
2/25/2005,10841.6
3/4/2005,10940.55
3/11/2005,10774.36
3/18/2005,10629.67
3/24/2005,10442.87
4/1/2005,10404.3
4/8/2005,10461.34
4/15/2005,10087.51
4/22/2005,10157.71
4/29/2005,10192.51
5/6/2005,10345.4
5/13/2005,10140.12
5/20/2005,10471.91
5/27/2005,10542.55
6/3/2005,10460.97
6/10/2005,10512.63
6/17/2005,10623.07
6/24/2005,10297.84
7/1/2005,10303.44
7/8/2005,10449.14
7/15/2005,10640.83
7/22/2005,10651.18
7/29/2005,10640.91
8/5/2005,10558.03
8/12/2005,10600.31
8/19/2005,10559.23
8/26/2005,10397.29
9/2/2005,10447.37
9/9/2005,10678.56
9/16/2005,10641.94
9/23/2005,10419.59
9/30/2005,10568.7
10/7/2005,10292.31
10/14/2005,10287.34
10/21/2005,10215.22
10/28/2005,10402.77
11/4/2005,10530.76
11/11/2005,10686.04
11/18/2005,10766.33
11/25/2005,10931.62
12/2/2005,10877.51
12/9/2005,10778.58
12/16/2005,10875.59
12/23/2005,10883.27
12/30/2005,10717.5
1/6/2006,10959.31
1/13/2006,10959.87
1/20/2006,10667.39
1/27/2006,10907.21
2/3/2006,10793.62
2/10/2006,10919.05
2/17/2006,11115.32
2/24/2006,11061.85
3/3/2006,11021.59
3/10/2006,11076.34
3/17/2006,11279.65
3/24/2006,11279.97
3/31/2006,11109.32
4/7/2006,11120.04
4/13/2006,11137.65
4/21/2006,11347.45
4/28/2006,11367.14
5/5/2006,11577.74
5/12/2006,11380.99
5/19/2006,11144.06
5/26/2006,11278.61
6/2/2006,11247.87
6/9/2006,10891.92
6/16/2006,11014.55
6/23/2006,10989.09
6/30/2006,11150.22
7/7/2006,11090.67
7/14/2006,10739.35
7/21/2006,10868.38
7/28/2006,11219.7
8/4/2006,11240.35
8/11/2006,11088.03
8/18/2006,11381.47
8/25/2006,11284.05
9/1/2006,11464.15
9/8/2006,11392.11
9/15/2006,11560.77
9/22/2006,11508.1
9/29/2006,11679.07
10/6/2006,11850.21
10/13/2006,11960.51
10/20/2006,12002.37
10/27/2006,12090.26
11/3/2006,11986.04
11/10/2006,12108.43
11/17/2006,12342.56
11/24/2006,12280.17
12/1/2006,12194.13
12/8/2006,12307.49
12/15/2006,12445.52
12/22/2006,12343.22
12/29/2006,12463.15
1/5/2007,12398.01
1/12/2007,12556.08
1/19/2007,12565.53
1/26/2007,12487.02
2/2/2007,12653.49
2/9/2007,12580.83
2/16/2007,12767.57
2/23/2007,12647.48
3/2/2007,12114.1
3/9/2007,12276.32
3/16/2007,12110.41
3/23/2007,12481.01
3/30/2007,12354.35
4/5/2007,12560.2
4/13/2007,12612.13
4/20/2007,12961.98
4/27/2007,13120.94
5/4/2007,13264.62
5/11/2007,13326.22
5/18/2007,13556.53
5/25/2007,13507.28
6/1/2007,13668.11
6/8/2007,13424.39
6/15/2007,13639.48
6/22/2007,13360.26
6/29/2007,13408.62
7/6/2007,13611.68
7/13/2007,13907.25
7/20/2007,13851.08
7/27/2007,13265.47
8/3/2007,13181.91
8/10/2007,13239.54
8/17/2007,13079.08
8/24/2007,13378.87
8/31/2007,13357.74
9/7/2007,13113.38
9/14/2007,13442.52
9/21/2007,13820.19
9/28/2007,13895.63
10/5/2007,14066.01
10/12/2007,14093.08
10/19/2007,13522.02
10/26/2007,13806.7
11/2/2007,13595.1
11/9/2007,13042.74
11/16/2007,13176.79
11/23/2007,12980.88
11/30/2007,13371.72
12/7/2007,13625.58
12/14/2007,13339.85
12/21/2007,13450.65
12/28/2007,13365.87
1/4/2008,12800.18
1/11/2008,12606.3
1/18/2008,12099.3
1/25/2008,12207.17
2/1/2008,12743.19
2/8/2008,12182.13
2/15/2008,12348.21
2/22/2008,12381.02
2/29/2008,12266.39
3/7/2008,11893.69
3/14/2008,11951.09
3/20/2008,12361.32
3/28/2008,12216.4
4/4/2008,12609.42
4/11/2008,12325.42
4/18/2008,12849.36
4/25/2008,12891.86
5/2/2008,13058.2
5/9/2008,12745.88
5/16/2008,12986.8
5/23/2008,12479.63
5/30/2008,12638.32
6/6/2008,12209.81
6/13/2008,12307.35
6/20/2008,11842.69
6/27/2008,11346.51
7/3/2008,11288.54
7/11/2008,11100.54
7/18/2008,11496.57
7/25/2008,11370.69
8/1/2008,11326.32
8/8/2008,11734.32
8/15/2008,11659.9
8/22/2008,11628.06
8/29/2008,11543.55
9/5/2008,11220.96
9/12/2008,11421.99
9/19/2008,11388.44
9/26/2008,11143.13
10/3/2008,10325.38
10/10/2008,8451.19
10/17/2008,8852.22
10/24/2008,8378.95
10/31/2008,9325.01
11/7/2008,8943.81
11/14/2008,8497.31
11/21/2008,8046.42
11/28/2008,8829.04
12/5/2008,8635.42
12/12/2008,8629.68
12/19/2008,8579.11
12/26/2008,8515.55
1/2/2009,9034.69
1/9/2009,8599.18
1/16/2009,8281.22
1/23/2009,8077.56
1/30/2009,8000.86
2/6/2009,8280.59
2/13/2009,7850.41
2/20/2009,7365.67
2/27/2009,7062.93
3/6/2009,6626.94
3/13/2009,7223.98
3/20/2009,7278.38
3/27/2009,7776.18
4/3/2009,8017.59
4/17/2009,8131.33
4/24/2009,8076.29
5/1/2009,8212.41
5/8/2009,8574.65
5/15/2009,8268.64
5/22/2009,8277.32
5/29/2009,8500.33
6/5/2009,8763.13
6/12/2009,8799.26
6/19/2009,8539.73
6/26/2009,8438.39
7/10/2009,8146.52
7/17/2009,8743.94
7/24/2009,9093.24
7/31/2009,9171.61
8/7/2009,9370.07
8/14/2009,9321.4
8/21/2009,9505.96
8/28/2009,9544.2
9/4/2009,9441.27
9/11/2009,9605.41
9/18/2009,9820.2
9/25/2009,9665.19
10/2/2009,9487.67
10/9/2009,9864.94
10/16/2009,9995.91
10/23/2009,9972.18
10/30/2009,9712.73
11/6/2009,10023.42
11/13/2009,10270.47
11/20/2009,10318.16
11/27/2009,10309.92
12/4/2009,10388.9
12/11/2009,10471.5
12/18/2009,10328.89
1/8/2010,10618.19
1/15/2010,10609.65
1/22/2010,10172.98
1/29/2010,10067.33
2/5/2010,10012.23
2/12/2010,10099.14
2/19/2010,10402.35
2/26/2010,10325.26
3/5/2010,10566.2
3/12/2010,10624.69
3/19/2010,10741.98
3/26/2010,10850.36
4/9/2010,10997.35
4/16/2010,11018.66
4/23/2010,11204.28
4/30/2010,11008.61
5/7/2010,10380.43
5/14/2010,10620.16
5/21/2010,10193.39
5/28/2010,10136.63
6/4/2010,9931.97
6/11/2010,10211.07
6/18/2010,10450.64
6/25/2010,10143.81
7/2/2010,9686.48
7/9/2010,10198.03
7/16/2010,10097.9
7/23/2010,10424.62
7/30/2010,10465.94
8/6/2010,10653.56
8/13/2010,10303.15
8/20/2010,10213.62
8/27/2010,10150.65
9/3/2010,10447.93
9/10/2010,10462.77
9/17/2010,10607.85
9/24/2010,10860.26
10/1/2010,10829.68
10/8/2010,11006.48
10/15/2010,11062.78
10/22/2010,11132.56
10/29/2010,11118.49
11/5/2010,11444.08
11/12/2010,11192.58
11/19/2010,11203.55
11/26/2010,11092
12/3/2010,11382.09
12/10/2010,11410.32
12/17/2010,11491.91
12/23/2010,11573.49
12/31/2010,11577.51
1/7/2011,11674.76
1/14/2011,11787.38
1/21/2011,11871.84
1/28/2011,11823.7
2/4/2011,12092.15
2/11/2011,12273.26
2/18/2011,12391.25
2/25/2011,12130.45
3/4/2011,12169.88
3/11/2011,12044.4
3/18/2011,11858.52
3/25/2011,12220.59
4/1/2011,12376.72
4/8/2011,12380.05
4/15/2011,12341.83
4/21/2011,12505.99
4/29/2011,12810.54
5/6/2011,12638.74
5/13/2011,12595.75
5/20/2011,12512.04
5/27/2011,12441.58
6/3/2011,12151.26
6/10/2011,11951.91
6/17/2011,12004.36
6/24/2011,11934.58
7/1/2011,12582.77
7/8/2011,12657.2
7/15/2011,12479.73
7/22/2011,12681.16
7/29/2011,12143.24
8/5/2011,11444.61
8/12/2011,11269.02
8/19/2011,10817.65
8/26/2011,11284.54
9/2/2011,11240.26
9/9/2011,10992.13
9/16/2011,11509.09
9/23/2011,10771.48
9/30/2011,10913.38
10/7/2011,11103.12
10/14/2011,11644.49
10/21/2011,11808.79
10/28/2011,12231.11
11/4/2011,11983.24
11/11/2011,12153.68
11/18/2011,11796.16
11/25/2011,11231.78
12/2/2011,12019.42
12/9/2011,12184.26
12/16/2011,11866.39
12/23/2011,12294
12/30/2011,12217.56
1/6/2012,12359.92
1/13/2012,12422.06
1/20/2012,12720.48
1/27/2012,12660.46
2/3/2012,12862.23
2/10/2012,12801.23
2/17/2012,12949.87
2/24/2012,12982.95
3/2/2012,12977.57
3/9/2012,12922.02
3/16/2012,13232.62
3/23/2012,13080.73
3/30/2012,13212.04
4/5/2012,13060.14
4/13/2012,12849.59
4/20/2012,13029.26
4/27/2012,13228.31
5/4/2012,13038.27
5/11/2012,12820.6
5/18/2012,12369.38
5/25/2012,12454.83
6/1/2012,12118.57
6/8/2012,12554.2
6/15/2012,12767.17
6/22/2012,12640.78
6/29/2012,12880.09
7/6/2012,12772.47
7/13/2012,12777.09
7/20/2012,12822.57
7/27/2012,13075.66
8/3/2012,13096.17
8/10/2012,13207.95
8/17/2012,13275.2
8/24/2012,13157.97
8/31/2012,13090.84
9/7/2012,13306.64
9/14/2012,13593.37
9/21/2012,13579.47
9/28/2012,13437.13
10/5/2012,13610.15
10/12/2012,13328.85
10/19/2012,13343.51
10/26/2012,13107.21
11/2/2012,13093.16
11/9/2012,12815.39
11/16/2012,12588.31
11/23/2012,13009.68
11/30/2012,13025.58
12/7/2012,13155.13
12/14/2012,13135.01
12/21/2012,13190.84
12/28/2012,12938.11
1/4/2013,13435.21
1/11/2013,13488.43
1/18/2013,13649.7
1/25/2013,13895.98
2/1/2013,14009.79
2/8/2013,13992.97
2/15/2013,13981.76
2/22/2013,14000.57
3/1/2013,14089.66
3/8/2013,14397.07
3/15/2013,14514.11
3/22/2013,14512.03
3/28/2013,14578.54
4/5/2013,14565.25
4/12/2013,14865.06
4/19/2013,14547.51
4/26/2013,14712.55
5/3/2013,14973.96
5/10/2013,15118.49
5/17/2013,15354.4
5/24/2013,15303.1
5/31/2013,15115.57
6/7/2013,15248.12
6/14/2013,15070.18
6/21/2013,14799.4
6/28/2013,14909.6
7/5/2013,15135.84
7/12/2013,15464.3
7/19/2013,15543.74
7/26/2013,15558.83
8/2/2013,15658.36
8/9/2013,15425.51
8/16/2013,15081.47
8/23/2013,15010.51
8/30/2013,14810.31
9/6/2013,14922.5
9/13/2013,15376.06
9/20/2013,15451.09
9/27/2013,15258.24
10/4/2013,15072.58
10/11/2013,15237.11
10/18/2013,15399.65
10/25/2013,15570.28
11/1/2013,15615.55
11/8/2013,15761.78
11/15/2013,15961.7
11/22/2013,16064.77
11/29/2013,16086.41
12/6/2013,16020.2
12/13/2013,15755.36
12/20/2013,16221.14
12/27/2013,16478.41
1/3/2014,16469.99
1/10/2014,16437.05
1/17/2014,16458.56
1/24/2014,15879.11
1/31/2014,15698.85
2/7/2014,15794.08
2/14/2014,16154.39
2/21/2014,16103.3
2/28/2014,16321.71
3/7/2014,16452.72
3/14/2014,16065.67
3/21/2014,16302.77
3/28/2014,16323.06
4/4/2014,16412.71
4/11/2014,16026.75
4/17/2014,16408.54
4/25/2014,16361.46
5/2/2014,16512.89
5/9/2014,16583.34
5/16/2014,16491.31
5/23/2014,16606.27
5/30/2014,16717.17
6/6/2014,16924.28
6/13/2014,16775.74
6/20/2014,16947.08
6/27/2014,16851.84
7/3/2014,17068.26
7/11/2014,16943.81
7/18/2014,17100.18
7/25/2014,16960.57
8/1/2014,16493.37
8/8/2014,16553.93
8/15/2014,16662.91
8/22/2014,17001.22
8/29/2014,17098.45
9/5/2014,17137.36
9/12/2014,16987.51
9/19/2014,17279.74
9/26/2014,17113.15
10/3/2014,17009.69
10/10/2014,16544.1
10/17/2014,16380.41
10/24/2014,16805.41
10/31/2014,17390.52
11/7/2014,17573.93
11/14/2014,17634.74
11/21/2014,17810.06
11/28/2014,17828.24
12/5/2014,17958.79
12/12/2014,17280.83
12/19/2014,17804.8
12/26/2014,18053.71
1/2/2015,17832.99
1/9/2015,17737.37
1/16/2015,17511.57
1/23/2015,17672.6
1/30/2015,17164.95
2/6/2015,17824.29
2/13/2015,18019.35
2/20/2015,18140.44
2/27/2015,18132.7
3/6/2015,17856.78
3/13/2015,17749.31
3/20/2015,18127.65
3/27/2015,17712.66
4/2/2015,17763.24
4/10/2015,18057.65
4/17/2015,17826.3
4/24/2015,18080.14
5/1/2015,18024.06
5/8/2015,18191.11
5/15/2015,18272.56
5/22/2015,18232.02
5/29/2015,18010.68
6/5/2015,17849.46
6/12/2015,17898.84
6/19/2015,18015.95
6/26/2015,17946.68
7/2/2015,17730.11
7/10/2015,17760.41
7/17/2015,18086.45
7/24/2015,17568.53
7/31/2015,17689.86
8/7/2015,17373.38
8/14/2015,17477.4
8/21/2015,16459.75
8/28/2015,16643.01
9/4/2015,16102.38
9/11/2015,16433.09
9/18/2015,16384.79
9/25/2015,16314.67
10/2/2015,16472.37
10/9/2015,17084.49
10/16/2015,17215.97
10/23/2015,17646.7
10/30/2015,17663.54
11/6/2015,17910.33
11/13/2015,17245.24
11/20/2015,17823.81
11/27/2015,17798.49
12/4/2015,17847.63
12/11/2015,17265.21
12/18/2015,17128.55
12/24/2015,17552.17
12/31/2015,17425.03
1/8/2016,16346.45
1/15/2016,15988.08
1/22/2016,16093.51
1/29/2016,16466.3
2/5/2016,16204.83
2/12/2016,15973.84
2/19/2016,16391.99
2/26/2016,16639.97
3/4/2016,17006.77
3/11/2016,17213.31
3/18/2016,17602.3
3/24/2016,17515.73
4/1/2016,17792.75
4/8/2016,17576.96
4/15/2016,17897.46
4/22/2016,18003.75
4/29/2016,17773.64
5/6/2016,17740.63
5/13/2016,17535.32
5/20/2016,17500.94
5/27/2016,17873.22
6/3/2016,17807.06
6/10/2016,17865.34
6/17/2016,17675.16
6/24/2016,17400.75
7/1/2016,17949.37
7/8/2016,18146.74
7/15/2016,18516.55
7/22/2016,18570.85
7/29/2016,18432.24
8/5/2016,18543.53
8/12/2016,18576.47
8/19/2016,18552.57
8/26/2016,18395.4
9/2/2016,18491.96
9/9/2016,18085.45
9/16/2016,18123.8
9/23/2016,18261.45
9/30/2016,18308.15
10/7/2016,18240.49
10/14/2016,18138.38
10/21/2016,18145.71
10/28/2016,18161.19
11/4/2016,17888.28
11/11/2016,18847.66
11/18/2016,18867.93
11/25/2016,19152.14
12/2/2016,19170.42
12/9/2016,19756.85
12/16/2016,19843.41
12/23/2016,19933.81
12/30/2016,19762.6
1/6/2017,19963.8
1/13/2017,19885.73
1/20/2017,19827.25
1/27/2017,20093.78
2/3/2017,20071.46
2/10/2017,20269.37
2/17/2017,20624.05
2/24/2017,20821.76
3/3/2017,21005.71
3/10/2017,20902.98
3/17/2017,20914.62
3/24/2017,20596.72
3/31/2017,20663.22
4/7/2017,20656.1
4/13/2017,20453.25
4/21/2017,20547.76
4/28/2017,20940.51
5/5/2017,21006.94
5/12/2017,20896.61
5/19/2017,20804.84
5/26/2017,21080.28
6/2/2017,21206.29
6/9/2017,21271.97
6/16/2017,21384.28
6/23/2017,21394.76
6/30/2017,21349.63
7/7/2017,21414.34
7/14/2017,21637.74
7/21/2017,21580.07
7/28/2017,21830.31
8/4/2017,22092.81
8/11/2017,21858.32
8/18/2017,21674.51
8/25/2017,21813.67
8/29/2017,21865.37
